study_accession	sample_accession	experiment_accession	run_accession	tax_id	scientific_name	fastq_ftp	submitted_ftp	sra_ftp	bam_ftp
PRJEB29238	SAMEA7614257	ERX4739222	ERR4869780	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR486/000/ERR4869780/ERR4869780_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR486/000/ERR4869780/ERR4869780_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR486/ERR4869780/09-429_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR486/ERR4869780/09-429_R2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR486/000/ERR4869780.bam
PRJEB29238	SAMEA7614231	ERX4739196	ERR4869754	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR486/004/ERR4869754/ERR4869754_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR486/004/ERR4869754/ERR4869754_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR486/ERR4869754/09-300_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR486/ERR4869754/09-300_R2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR486/004/ERR4869754.bam
PRJEB29238	SAMEA7614260	ERX4739225	ERR4869783	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR486/003/ERR4869783/ERR4869783_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR486/003/ERR4869783/ERR4869783_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR486/ERR4869783/09-447_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR486/ERR4869783/09-447_R2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR486/003/ERR4869783.bam
PRJEB29238	SAMEA7614233	ERX4739198	ERR4869756	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR486/006/ERR4869756/ERR4869756_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR486/006/ERR4869756/ERR4869756_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR486/ERR4869756/09-370_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR486/ERR4869756/09-370_R2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR486/006/ERR4869756.bam
PRJEB29238	SAMEA7614263	ERX4739228	ERR4869786	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR486/006/ERR4869786/ERR4869786_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR486/006/ERR4869786/ERR4869786_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR486/ERR4869786/10-277_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR486/ERR4869786/10-277_R2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR486/006/ERR4869786.bam
PRJEB29238	SAMEA7614241	ERX4739206	ERR4869764	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR486/004/ERR4869764/ERR4869764_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR486/004/ERR4869764/ERR4869764_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR486/ERR4869764/09-383_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR486/ERR4869764/09-383_R2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR486/004/ERR4869764.bam
PRJEB29238	SAMEA7614264	ERX4739229	ERR4869787	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR486/007/ERR4869787/ERR4869787_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR486/007/ERR4869787/ERR4869787_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR486/ERR4869787/10-278_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR486/ERR4869787/10-278_R2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR486/007/ERR4869787.bam
PRJEB29238	SAMEA7614244	ERX4739209	ERR4869767	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR486/007/ERR4869767/ERR4869767_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR486/007/ERR4869767/ERR4869767_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR486/ERR4869767/09-393_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR486/ERR4869767/09-393_R2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR486/007/ERR4869767.bam
PRJEB29238	SAMEA7614265	ERX4739230	ERR4869788	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR486/008/ERR4869788/ERR4869788_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR486/008/ERR4869788/ERR4869788_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR486/ERR4869788/10-280_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR486/ERR4869788/10-280_R2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR486/008/ERR4869788.bam
PRJEB29238	SAMEA7614245	ERX4739210	ERR4869768	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR486/008/ERR4869768/ERR4869768_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR486/008/ERR4869768/ERR4869768_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR486/ERR4869768/09-394_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR486/ERR4869768/09-394_R2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR486/008/ERR4869768.bam
PRJEB29238	SAMEA7614267	ERX4739232	ERR4869790	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR486/000/ERR4869790/ERR4869790_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR486/000/ERR4869790/ERR4869790_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR486/ERR4869790/10-283_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR486/ERR4869790/10-283_R2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR486/000/ERR4869790.bam
PRJEB29238	SAMEA7614250	ERX4739215	ERR4869773	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR486/003/ERR4869773/ERR4869773_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR486/003/ERR4869773/ERR4869773_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR486/ERR4869773/09-410_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR486/ERR4869773/09-410_R2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR486/003/ERR4869773.bam
PRJEB29238	SAMEA7614270	ERX4739235	ERR4869793	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR486/003/ERR4869793/ERR4869793_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR486/003/ERR4869793/ERR4869793_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR486/ERR4869793/10-348_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR486/ERR4869793/10-348_R2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR486/003/ERR4869793.bam
PRJEB29238	SAMEA7614255	ERX4739220	ERR4869778	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR486/008/ERR4869778/ERR4869778_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR486/008/ERR4869778/ERR4869778_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR486/ERR4869778/09-423_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR486/ERR4869778/09-423_R2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR486/008/ERR4869778.bam
PRJEB29238	SAMEA7614271	ERX4739236	ERR4869794	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR486/004/ERR4869794/ERR4869794_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR486/004/ERR4869794/ERR4869794_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR486/ERR4869794/10-349_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR486/ERR4869794/10-349_R2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR486/004/ERR4869794.bam
PRJEB29238	SAMEA7614256	ERX4739221	ERR4869779	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR486/009/ERR4869779/ERR4869779_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR486/009/ERR4869779/ERR4869779_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR486/ERR4869779/09-427_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR486/ERR4869779/09-427_R2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR486/009/ERR4869779.bam
PRJEB29238	SAMEA7614281	ERX4739246	ERR4869804	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR486/004/ERR4869804/ERR4869804_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR486/004/ERR4869804/ERR4869804_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR486/ERR4869804/10-362_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR486/ERR4869804/10-362_R2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR486/004/ERR4869804.bam
PRJEB29238	SAMEA7614258	ERX4739223	ERR4869781	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR486/001/ERR4869781/ERR4869781_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR486/001/ERR4869781/ERR4869781_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR486/ERR4869781/09-430_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR486/ERR4869781/09-430_R2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR486/001/ERR4869781.bam
PRJEB29238	SAMEA7614282	ERX4739247	ERR4869805	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR486/005/ERR4869805/ERR4869805_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR486/005/ERR4869805/ERR4869805_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR486/ERR4869805/10-364_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR486/ERR4869805/10-364_R2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR486/005/ERR4869805.bam
PRJEB29238	SAMEA7614259	ERX4739224	ERR4869782	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR486/002/ERR4869782/ERR4869782_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR486/002/ERR4869782/ERR4869782_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR486/ERR4869782/09-432_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR486/ERR4869782/09-432_R2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR486/002/ERR4869782.bam
PRJEB29238	SAMEA7614283	ERX4739248	ERR4869806	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR486/006/ERR4869806/ERR4869806_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR486/006/ERR4869806/ERR4869806_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR486/ERR4869806/10-386_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR486/ERR4869806/10-386_R2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR486/006/ERR4869806.bam
PRJEB29238	SAMEA7614262	ERX4739227	ERR4869785	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR486/005/ERR4869785/ERR4869785_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR486/005/ERR4869785/ERR4869785_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR486/ERR4869785/09-454_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR486/ERR4869785/09-454_R2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR486/005/ERR4869785.bam
PRJEB29238	SAMEA7614284	ERX4739249	ERR4869807	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR486/007/ERR4869807/ERR4869807_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR486/007/ERR4869807/ERR4869807_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR486/ERR4869807/10-399_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR486/ERR4869807/10-399_R2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR486/007/ERR4869807.bam
PRJEB29238	SAMEA7614268	ERX4739233	ERR4869791	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR486/001/ERR4869791/ERR4869791_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR486/001/ERR4869791/ERR4869791_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR486/ERR4869791/10-301_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR486/ERR4869791/10-301_R2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR486/001/ERR4869791.bam
PRJEB29238	SAMEA7614290	ERX4739255	ERR4869813	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR486/003/ERR4869813/ERR4869813_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR486/003/ERR4869813/ERR4869813_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR486/ERR4869813/10-416_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR486/ERR4869813/10-416_R2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR486/003/ERR4869813.bam
PRJEB29238	SAMEA7614274	ERX4739239	ERR4869797	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR486/007/ERR4869797/ERR4869797_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR486/007/ERR4869797/ERR4869797_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR486/ERR4869797/10-353_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR486/ERR4869797/10-353_R2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR486/007/ERR4869797.bam
PRJEB29238	SAMEA7614275	ERX4739240	ERR4869798	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR486/008/ERR4869798/ERR4869798_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR486/008/ERR4869798/ERR4869798_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR486/ERR4869798/10-354_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR486/ERR4869798/10-354_R2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR486/008/ERR4869798.bam
PRJEB29238	SAMEA7614291	ERX4739256	ERR4869814	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR486/004/ERR4869814/ERR4869814_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR486/004/ERR4869814/ERR4869814_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR486/ERR4869814/10-417_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR486/ERR4869814/10-417_R2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR486/004/ERR4869814.bam
PRJEB29238	SAMEA7614276	ERX4739241	ERR4869799	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR486/009/ERR4869799/ERR4869799_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR486/009/ERR4869799/ERR4869799_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR486/ERR4869799/10-355_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR486/ERR4869799/10-355_R2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR486/009/ERR4869799.bam
PRJEB29238	SAMEA7614298	ERX4739263	ERR4869821	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR486/001/ERR4869821/ERR4869821_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR486/001/ERR4869821/ERR4869821_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR486/ERR4869821/10-441_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR486/ERR4869821/10-441_R2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR486/001/ERR4869821.bam
PRJEB29238	SAMEA7614302	ERX4739267	ERR4869825	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR486/005/ERR4869825/ERR4869825_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR486/005/ERR4869825/ERR4869825_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR486/ERR4869825/10-446_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR486/ERR4869825/10-446_R2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR486/005/ERR4869825.bam
PRJEB29238	SAMEA7614278	ERX4739243	ERR4869801	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR486/001/ERR4869801/ERR4869801_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR486/001/ERR4869801/ERR4869801_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR486/ERR4869801/10-357_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR486/ERR4869801/10-357_R2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR486/001/ERR4869801.bam
PRJEB29238	SAMEA7614306	ERX4739271	ERR4869829	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR486/009/ERR4869829/ERR4869829_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR486/009/ERR4869829/ERR4869829_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR486/ERR4869829/18-322_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR486/ERR4869829/18-322_R2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR486/009/ERR4869829.bam
PRJEB29238	SAMEA7614279	ERX4739244	ERR4869802	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR486/002/ERR4869802/ERR4869802_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR486/002/ERR4869802/ERR4869802_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR486/ERR4869802/10-359_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR486/ERR4869802/10-359_R2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR486/002/ERR4869802.bam
PRJEB29238	SAMEA7614308	ERX4739273	ERR4869831	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR486/001/ERR4869831/ERR4869831_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR486/001/ERR4869831/ERR4869831_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR486/ERR4869831/18-324_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR486/ERR4869831/18-324_R2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR486/001/ERR4869831.bam
PRJEB29238	SAMEA7614285	ERX4739250	ERR4869808	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR486/008/ERR4869808/ERR4869808_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR486/008/ERR4869808/ERR4869808_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR486/ERR4869808/10-400_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR486/ERR4869808/10-400_R2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR486/008/ERR4869808.bam
PRJEB29238	SAMEA7614311	ERX4739276	ERR4869834	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR486/004/ERR4869834/ERR4869834_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR486/004/ERR4869834/ERR4869834_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR486/ERR4869834/18-329_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR486/ERR4869834/18-329_R2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR486/004/ERR4869834.bam
PRJEB29238	SAMEA7614286	ERX4739251	ERR4869809	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR486/009/ERR4869809/ERR4869809_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR486/009/ERR4869809/ERR4869809_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR486/ERR4869809/10-402_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR486/ERR4869809/10-402_R2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR486/009/ERR4869809.bam
PRJEB29238	SAMEA7614314	ERX4739279	ERR4869837	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR486/007/ERR4869837/ERR4869837_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR486/007/ERR4869837/ERR4869837_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR486/ERR4869837/18-332_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR486/ERR4869837/18-332_R2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR486/007/ERR4869837.bam
PRJEB29238	SAMEA7614287	ERX4739252	ERR4869810	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR486/000/ERR4869810/ERR4869810_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR486/000/ERR4869810/ERR4869810_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR486/ERR4869810/10-404_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR486/ERR4869810/10-404_R2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR486/000/ERR4869810.bam
PRJEB29238	SAMEA7614316	ERX4739283	ERR4869841	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR486/001/ERR4869841/ERR4869841_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR486/001/ERR4869841/ERR4869841_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR486/ERR4869841/18-334_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR486/ERR4869841/18-334_R2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR486/001/ERR4869841.bam
PRJEB29238	SAMEA7614289	ERX4739254	ERR4869812	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR486/002/ERR4869812/ERR4869812_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR486/002/ERR4869812/ERR4869812_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR486/ERR4869812/10-414_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR486/ERR4869812/10-414_R2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR486/002/ERR4869812.bam
PRJEB29238	SAMEA7614317	ERX4739284	ERR4869842	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR486/002/ERR4869842/ERR4869842_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR486/002/ERR4869842/ERR4869842_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR486/ERR4869842/18-335_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR486/ERR4869842/18-335_R2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR486/002/ERR4869842.bam
PRJEB29238	SAMEA7614294	ERX4739259	ERR4869817	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR486/007/ERR4869817/ERR4869817_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR486/007/ERR4869817/ERR4869817_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR486/ERR4869817/10-435_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR486/ERR4869817/10-435_R2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR486/007/ERR4869817.bam
PRJEB29238	SAMEA7614319	ERX4739286	ERR4869844	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR486/004/ERR4869844/ERR4869844_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR486/004/ERR4869844/ERR4869844_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR486/ERR4869844/18-337_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR486/ERR4869844/18-337_R2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR486/004/ERR4869844.bam
PRJEB29238	SAMEA7614296	ERX4739261	ERR4869819	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR486/009/ERR4869819/ERR4869819_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR486/009/ERR4869819/ERR4869819_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR486/ERR4869819/10-437_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR486/ERR4869819/10-437_R2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR486/009/ERR4869819.bam
PRJEB29238	SAMEA7614320	ERX4739287	ERR4869845	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR486/005/ERR4869845/ERR4869845_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR486/005/ERR4869845/ERR4869845_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR486/ERR4869845/18-338_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR486/ERR4869845/18-338_R2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR486/005/ERR4869845.bam
PRJEB29238	SAMEA7614321	ERX4739288	ERR4869846	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR486/006/ERR4869846/ERR4869846_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR486/006/ERR4869846/ERR4869846_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR486/ERR4869846/18-339_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR486/ERR4869846/18-339_R2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR486/006/ERR4869846.bam
